,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
399,Jardín Botánico de Medellín,"Información  Jardín botánico con variedad de especies vegetales, exhibiciones educativas y un mariposario.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Actividades

Senderismo
    Servicios

Sanitario

Sanitario público
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Menores

Actividades para niños

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Se permiten perros",4.7,41762.0,,Jardín botánico,Accesible con silla de ruedas,,http://www.botanicomedellin.org/,Comuna Aranjuez Parques,(604) 4445500 ,"Cl. 73 #51d-14, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2704739,-75.5635646
400,Parque Tierra de Gigantes,"Información  Servicios

Sanitario
    Menores

Ideal para ir con niños",4.0,42.0,,Parque de atracciones,,"3 pm.,9 pm.",,Comuna Aranjuez Parques,,"Cl. 93 #47-73 a 47-1, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2843955,-75.5552886
401,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26052.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Aranjuez Parques,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801
402,Parque de la Republica,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.2,218.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Aranjuez Parques,324 6300330 ,"Parqué de la república, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2662789,-75.5627165
403,Los Cebolludos de Medellin,"Información  Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Espacio con asientos
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.9,7.0,,Restaurante de comida rápida,,,,Comuna Aranjuez Comida rápida,300 4505304 ,"Cl. 86b #60 # 51, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2822626,-75.5610539
404,Tierra Querida Aranjuez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.4,412.0,$ 10.000-20.000,Hamburguesería,Accesible con silla de ruedas,"3 pm.,12 .",https://instagram.com/tierraquerida20?utm_medium=copy_link,Comuna Aranjuez Comida rápida,320 7663393 ,"Cl. 92 #50B - 01, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2833127,-75.5592444
405,Caña Dulce,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas",4.5,238.0,$ 10.000-20.000,Restaurante de comida rápida,Accesible con silla de ruedas,"6 pm.,6 .",https://www.planetacolombia.com/cana-dulce-comidas-rapidas-F170AC30218D2,Comuna Aranjuez Comida rápida,42111334 ,"Cra. 48a #72a74, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2687289,-75.5577083
406,Comidas Rápidas El Calidoso,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Deportes
    Qué ofrece

Alcohol

Aperitivos

Cerveza

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños

Menú para niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.5,752.0,$ 10.000-30.000,Restaurante colombiano,Accesible con silla de ruedas,"6 pm.,6 .",,Comuna Aranjuez Comida rápida,304 6293420 ,"Cl. 67 #45 91, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2630996,-75.5563371
407,COLUYE,"Información  Opciones de servicio

Para llevar

Consumo en el lugar
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",5.0,1.0,,Restaurante de comida rápida,,,,Comuna Aranjuez Comida rápida,301 7437744 ,"Cl. 92 #50, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2832571,-75.5589767
408,Las delicias de Rosita,"Información  Opciones de servicio

Retiros en la puerta

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",5.0,1.0,,Restaurante de comida rápida,,,https://instagram.com/lasdeliciasderositaa2020?igshid=YmMyMTA2M2Y=,Comuna Aranjuez Comida rápida,305 2833152 ,"Cra. 52 #94 58, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2865612,-75.5625631
409,Tolucho Parqué aranjuez,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Postres
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños",4.4,193.0,$ 20.000-30.000,Restaurante,,"12 .,6 .",https://biolink.info/tolucho,Comuna Aranjuez Comida rápida,300 2555059 ,"92- a, Cra. 49A #92-155, Medellín, Antioquia",6.2839393,-75.5566338
410,Comidas Rapidas Delicias Del Barrio,"Información  Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",3.0,2.0,,Restaurante de comida rápida,,"9 pm.,6 .",https://cr-delicias-del-barrio.ola.click/,Comuna Aranjuez Comida rápida,313 5566907 ,"Cl. 85 #57A-55, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2793098,-75.5661935
411,Boomerang Fast Food,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle",4.6,243.0,$ 20.000-30.000,Restaurante,,"12 .,12 pm.",,Comuna Aranjuez Comida rápida,302 3539572 ,"a 71-78, Cra. 48a #71-2, Medellín, Antioquia",6.2668093,-75.5579564
412,Comidas rápidas,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar",5.0,5.0,,Comida a domicilio,,"6 .,6 .",,Comuna Aranjuez Comida rápida,304 3526342 ,"Cra. 48a #72-12, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2671277,-75.5578569
413,Fundación Casa Museo Maestro Pedro Nel Gómez,"Información  Casa convertida en museo de un artista icónico, llena de murales y otras obras, que ofrece visitas guiadas.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.7,1024.0,,Museo de arte,Accesible con silla de ruedas,,http://museopedronelgomez.org/,Comuna Aranjuez Museos,44442633 ,"Cra 51 B #8524, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2784939,-75.562388
414,Jardín Botánico de Medellín,"Información  Jardín botánico con variedad de especies vegetales, exhibiciones educativas y un mariposario.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Actividades

Senderismo
    Servicios

Sanitario

Sanitario público
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Menores

Actividades para niños

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Se permiten perros",4.7,41762.0,,Jardín botánico,Accesible con silla de ruedas,,http://www.botanicomedellin.org/,Comuna Aranjuez Museos,(604) 4445500 ,"Cl. 73 #51d-14, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2704739,-75.5635646
415,Parque Explora,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.8,7026.0,,Museo de ciencias,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.parqueexplora.org/,Comuna Aranjuez Museos,(604) 5168300 ,"Cra. 53 #7375, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2716287,-75.565433
416,Parque Explora,"Información  Museo moderno con un acuario enorme, exhibiciones de ciencia interactivas y un planetario.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Alquiler de sillas de ruedas
    Opciones de servicio

Servicios en el lugar
    Aspectos destacados

Presentaciones en vivo
    Servicios

Restaurante

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Recomendable para ir en familia
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.7,37339.0,,Museo de ciencias,Accesible con silla de ruedas,"12 pm.,6 pm.",http://www.parqueexplora.org/,Comuna Aranjuez Museos,(604) 5168300 ,"Cra. 52 #73-75, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2710812,-75.5655602
417,Planetario de Medellín Jesús Emilio Ramírez,"Información  Museo de ciencias con exhibiciones, espectáculos en la cúpula del planetario, un café y una tienda de regalos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.8,1370.0,,Planetario,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.planetariomedellin.org/,Comuna Aranjuez Museos,(604) 5168300 ,"Cra. 52 #71-117, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.269143,-75.5659499
418,Parque Tierra de Gigantes,"Información  Servicios

Sanitario
    Menores

Ideal para ir con niños",4.0,42.0,,Parque de atracciones,,"3 pm.,9 pm.",,Comuna Aranjuez Parques temático,,"Cl. 93 #47-73 a 47-1, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2843955,-75.5552886
419,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26052.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Aranjuez Parques temático,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801
420,Parque Explora,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.8,7026.0,,Museo de ciencias,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.parqueexplora.org/,Comuna Aranjuez Parques temático,(604) 5168300 ,"Cra. 53 #7375, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2716287,-75.565433
421,Parque Norte J. Emilio Valderrama,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Menores

Ideal para ir con niños",4.5,582.0,,Parque de atracciones,Accesible con silla de ruedas,,,Comuna Aranjuez Parques temático,72100300 ,"Cra. 53 #115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2726439,-75.5681548
