,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon,bayesian_mean,Comuna
1177,Centro Comercial Aventura,"Información  Centro comercial urbano con una sencilla variedad de tiendas y restaurantes informales, además de un cine.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Menores

Área de juegos",4.4,16897.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://ccaventura.com/,Comuna Laureles-Estadio Centros comerciales,43667288 ,"aventura, Cra. 52 #65-91, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2640485,-75.5672693,4.399763411604661,Laureles-Estadio
1178,Mixy Mall Los Colores,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Servicios

Tiene Wi-Fi gratis
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos
    Estacionamiento

Estacionamiento gratuito

Servicio de estacionamiento",4.5,1772.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",,Comuna Laureles-Estadio Centros comerciales,,"Cl. 55 #79 - 11, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2697472,-75.5950723,4.49719416386083,Laureles-Estadio
1179,Centro Comercial Los Colores,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Compras en tienda
    Servicios

Sanitario

Sanitarios unisex
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero",4.3,1006.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",https://www.paginasamarillas.com.co/empresas/centro-comercial-los-colores/medellin-15500807,Comuna Laureles-Estadio Centros comerciales,314 8610026 ,"Cl. 51 #73-76, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2608799,-75.5894121,4.297047244094489,Laureles-Estadio
1180,Centro Comercial Nuevo Mundo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.4,531.0,,Centro comercial,Accesible con silla de ruedas,"12 .,None",,Comuna Laureles-Estadio Centros comerciales,,"Cra. 74 #53234, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2637909,-75.5883276,4.392606284658041,Laureles-Estadio
1181,Centro Comercial Opera Mall,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Bucle magnético de asistencia
    Opciones de servicio

Compras en tienda
    Servicios

Sanitario

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero",4.3,1260.0,,Centro comercial outlet,Accesible con silla de ruedas,"12 pm.,6 pm.",https://wa.me/message/ASZFMLRF6S7QJ1,Comuna Laureles-Estadio Centros comerciales,+1 844-284-4040 ,"Cl. 53 #49 - 88, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2520239,-75.5662114,4.29763779527559,Laureles-Estadio
1182,La Gran Esquina Boulevard Comercial,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.4,70.0,,Centro comercial,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Centros comerciales,311 7105029 ,"Cra. 80B #4233, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2501356,-75.6018394,4.35,Laureles-Estadio
1183,Parque Lourdes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.4,331.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Laureles-Estadio Parques de atracciones,,"Cl 45D #75-15, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2518991,-75.593456,4.388269794721408,Laureles-Estadio
1184,Segundo Parque de Laureles,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.5,3396.0,,Parque,Accesible con silla de ruedas,"6 .,None",https://www.facebook.com/LaurelesWalkableNeighborhood,Comuna Laureles-Estadio Parques de atracciones,,"Cra. 47 #56-101, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2450582,-75.5971038,4.498532002348796,Laureles-Estadio
1185,Parques del Río,"Información  Ruta peatonal y ciclista a lo largo de un cuidado corredor fluvial con árboles, flores y obras de arte.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Bucle magnético de asistencia
    Opciones de servicio

Servicios en el lugar
    Actividades

Senderismo
    Servicios

Área para patinetas

Mesas de pícnic

Sanitario público
    Menores

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.7,31073.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Laureles-Estadio Parques de atracciones,44444141 ,"Auto. S, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2435957,-75.5795253,4.699774796512563,Laureles-Estadio
1186,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26053.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Laureles-Estadio Parques de atracciones,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801,4.4998081571576565,Laureles-Estadio
1187,parque unicentro,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.5,427.0,,Parque,Accesible con silla de ruedas,"6 .,6 pm.",,Comuna Laureles-Estadio Parques de atracciones,,"Cl 34B #66-08, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2409249,-75.5859139,4.488558352402746,Laureles-Estadio
1188,Parque Pinocho,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,1220.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Laureles-Estadio Parques de atracciones,,"Cra 77 #45E-02, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2535705,-75.5950291,4.297560975609756,Laureles-Estadio
1189,Parque,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.6,68.0,,Parque,Accesible con silla de ruedas,"9 .,3 .",,Comuna Laureles-Estadio Parques de atracciones,,"Cra 66B #S/N, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2436724,-75.5868436,4.523076923076922,Laureles-Estadio
1190,Complejo Acuático Medellín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.7,2438.0,,Polideportivo,Accesible con silla de ruedas,"9 .,3 pm.",,Comuna Laureles-Estadio Parques acuaticos,44301330 ,"Carrera 72 # 48-100, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2542201,-75.5908488,4.697140522875817,Laureles-Estadio
1191,Centro Acuático y de Estimulación Diana Espinosa SAS - Sede Bienestar,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.8,179.0,,Centro acuático,Accesible con silla de ruedas,"6 .,9 pm.",,Comuna Laureles-Estadio Parques acuaticos,301 2687229 ,"Cra 79 #37-55, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2453224,-75.5994897,4.757671957671957,Laureles-Estadio
1192,Parque de Toboganes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios

Parrilla para barbacoa

Sanitario público

Toboganes
    Menores

Área de juegos

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.5,187.0,,Parque,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Parques acuaticos,,"Medellín, Belén, Medellín, Antioquia",6.2379811,-75.580506,4.474619289340102,Laureles-Estadio
1193,Parque Acuatico Tulio Ospina,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",3.7,94.0,,Parque acuático,Accesible con silla de ruedas,"12 .,12 .",,Comuna Laureles-Estadio Parques acuaticos,,"Regional #s/n, Panamericano, Bello, Antioquia",6.3330996,-75.5491554,3.728846153846154,Laureles-Estadio
1194,Parque de San Joaquín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.2,73.0,,Parque,Accesible con silla de ruedas,"6 .,6 .",,Comuna Laureles-Estadio Parques acuaticos,,"Cra. 68 #1-81, Laureles - Estadio, San Joaquin, Medellín, Laureles, Medellín, Antioquia",6.2441619,-75.5877503,4.175903614457831,Laureles-Estadio
1195,Complejo Acuático Atanasio Girardot,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.8,158.0,,Polideportivo,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Parques acuaticos,43699000 ext. 518 ,"Cl. 48 #7350, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2552074,-75.5916647,4.752380952380952,Laureles-Estadio
1196,Aeroparque Juan Pablo II,"Información  Parque acuático con toboganes y piscinas, además de áreas para correr carreras, caminar y andar en bicicleta.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Espacio para guardar equipaje

Restaurante

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Recomendable para ir en familia
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Área de juegos

Ideal para ir con niños",4.4,14932.0,,Parque acuático,Accesible con silla de ruedas,,http://www.aeroparquejuanpablo.gov.co/,Comuna Laureles-Estadio Parques acuaticos,(604) 3401210 ,"Cra. 70 #16, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2200154,-75.5917358,4.399732298219783,Laureles-Estadio
1197,Mar y Fuego- Medellín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Bucle magnético de asistencia

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Aspectos destacados

Asientos en la terraza

Buenos cócteles
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Cócteles

Opciones veganas

Platos vegetarianos

Vino
    Opciones del local

Desayunos

Desayuno-almuerzo

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Estacionamiento

Hay suficiente espacio

Estacionamiento pagado

Estacionamiento pagado en la calle
    Mascotas

Se admiten perros en el interior

Se permiten perros

Se permiten perros afuera",4.7,874.0,,Restaurante,Accesible con silla de ruedas,,https://www.instagram.com/maryfuego.col/,Comuna El Poblado Restaurantes,,"Cra. 37 #10b-4, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2108321,-75.5659179,4.692081447963801,El
1198,Lezzet Cocina Turca,"Información  Restaurante cálido que ofrece especialidades turcas tradicionales, brunch y café.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Cócteles

Comidas durante la madrugada

Opciones veganas

Platos vegetarianos

Vino
    Opciones del local

Desayunos

Desayuno-almuerzo

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento pagado",4.5,727.0,$$,Restaurante turco,Accesible con silla de ruedas,,http://lezzetcafe.restaurantwebexperts.com/,Comuna El Poblado Restaurantes,302 4062857 ,"Cra. 34 #7-87, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.206772,-75.5650441,4.493215739484397,El
1199,Restaurante La Matriarca Medellín | Chicharrón | Comida Tradicional,"Información  Lugar tranquilo con terraza y un ambiente bohemio, en donde se ofrece gastronomía tradicional y regional.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Asientos en la terraza

Deportes

Música en vivo
    Qué ofrece

Alcohol

Aperitivos

Barra de ensaladas

Bebidas fuertes

Café

Cerveza

Cócteles

Comidas durante la madrugada

Platos vegetarianos

Vino
    Opciones del local

Desayunos

Desayuno-almuerzo

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito en la calle

Estacionamiento pagado

Estacionamiento pagado en la calle
    Mascotas

Se permiten perros",4.6,5989.0,$$,Restaurante colombiano,Accesible con silla de ruedas,,https://lamatriarca.com/,Comuna El Poblado Restaurantes,320 5652016 ,"Cl. 8 #43b-62, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2097938,-75.5722002,4.598999833305551,El
